FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.551724137931034,1.22605363984674E-07,3.55555555555556E-06,0,10142,0,10,0,0,0,0,0,3.6,300,0,0,16,0,0,0,0,0,0,2,0,0,0.1,13937,0,0,0,0,563,92,0,0,92,Watford,Stoke,Southampton,Newcastle,West Ham,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0
Scott,Malone,DEF,HUD,4300000,0,30,1.03448275862069,2.40577385725742E-07,6.97674418604651E-06,0,19890,3,21,0,0,0,0,0,7,146,-2,0,30,2,0.1,0,0.3,4,0,2,0,1,0.2,19686,0,0,0,1,926,58,0,0,174,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.6,1.1,0.5,0.5,0.8,0.5,0.6,0.5,0.9,33.3
Sadio,Mane,MID,LIV,9400000,8,106,5,5.31914893617021E-07,1.12765957446809E-05,0,1682918,2,20,0,0,0,8,0,11.3,10884,-1,0,106,1,0.6,0,6,6,0,10,0,5,9,956693,0,0,0,2,1569,13619,0,1,359,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,3.5,5.9,4.8,5.6,6.4,5.1,6.1,4.4,6.2,167
Eliaquim,Mangala,DEF,EVE,5000000,0,22,0.758620689655172,1.51724137931034E-07,4.4E-06,0,29128,0,7,0,0,0,0,0,4.4,510,0,0,22,0,0.1,0,0.3,0,0,2,0,0,0.2,30921,0,0,0,0,617,16,0,0,118,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0.4,0.4,0.4,0.4,16.8
Javier,Manquillo,DEF,NEW,4300000,0,45,2.3,5.34883720930233E-07,1.04651162790698E-05,0,110225,2,29,0,0,0,0,0,10.5,687,-2,0,45,2,0.1,0,0.3,1,0,4,0,0,0.7,82917,0,0,0,0,1691,84,0,0,229,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.2,0,2.4,1.5,2.6,1.2,2.3,2,2.3,41.3
Solomon,March,MID,BHA,4800000,1,58,2,4.16666666666667E-07,1.20833333333333E-05,0,45539,3,22,0,0,0,1,0,12.1,140,-2,0,58,2,0.3,0,1.3,0,0,6,0,2,0.2,44895,0,0,0,0,1608,46,0,0,239,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,1.2,0,1.7,2,1,1.4,1,1.4,1,82.8
Adrian,Mariappa,DEF,WAT,4200000,5,44,2.3,5.47619047619048E-07,1.04761904761905E-05,0,356217,3,27,0,0,0,0,0,10.5,3714,2,-1,44,-2,1.1,0,4.7,2,0,5,0,0,5.6,481870,0,0,0,1,1479,16389,1,0,260,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,1.6,1.7,1.8,2.3,1.5,3.1,1.6,1.9,1.4,43.1
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1357,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,40,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,7900000,0,118,4.06896551724138,5.15058926233086E-07,1.49367088607595E-05,0,511073,1,11,0,0,0,9,0,14.8,25918,-1,1,118,1,0.3,0,2.3,7,0,8,0,6,3.2,575119,0,0,0,1,1334,1139,-1,0,380,Liverpool,Swansea,Man City,West Brom,Bournemouth,0,0,0,2.2,5.5,3.6,5.2,2.8,4.6,161
Cuco,Martina,DEF,EVE,4400000,1,55,2.6,5.90909090909091E-07,1.25E-05,0,119978,2,30,0,0,0,0,0,12.5,3005,-1,0,55,1,0.6,0,2.7,0,0,5,0,2,2.4,228390,0,0,0,0,1830,8579,0,0,367,Brighton,Stoke,Man City,Liverpool,Swansea,3.2,2.1,2.3,2.8,1.7,2.4,1.7,2.8,2.1,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,28268,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1435,0,0,0,0,0,8,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,4898,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5039,0,0,0,0,0,4,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,6,14,0.482758620689655,9.85221674876847E-08,2.85714285714286E-06,0,2686,1,19,0,0,0,0,0,2.9,37,-1,0,14,1,0.6,0,2.7,0,0,1,0,0,0,2290,0,0,0,0,741,107,0,0,123,Man City,Everton,Arsenal,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,20.8
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,94260,0,0,0,0,0,0,0,0,617,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,89114,0,0,0,0,0,64,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4200000,0,39,1.3448275862069,3.20197044334975E-07,9.28571428571429E-06,0,155910,5,24,0,0,0,0,0,9.3,1293,-3,1,39,3,0,0,0,1,0,3,0,2,0.5,173067,0,0,0,0,1323,66,-1,0,247,Burnley,Southampton,Chelsea,Stoke,Arsenal,0,0,1,0.7,1.1,0.7,0.8,0.7,0.9,58.3
Juan,Mata,MID,MUN,6800000,1,85,2.93103448275862,4.31034482758621E-07,1.25E-05,0,264203,1,7,0,0,0,3,0,12.5,2148,-2,0,85,2,0.1,0,0.7,6,0,13,0,4,2.1,206116,0,0,0,1,1471,442,0,0,356,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.3,0,3.1,1.5,3.5,2.1,3.3,1.6,2.9,140.9
Nemanja,Matic,MID,MUN,4700000,9,77,2.7,5.74468085106383E-07,1.63829787234043E-05,0,1061185,6,20,0,0,0,1,0,16.4,3032,-3,0,77,3,0.9,0,4,3,0,15,0,1,9,590527,0,0,0,1,2559,13020,0,0,478,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.1,0,2.8,1.4,3.1,1.9,2.9,1.4,2.5,102.5
Joel,Matip,DEF,LIV,5400000,1,73,3.2,5.92592592592593E-07,1.35185185185185E-05,0,220669,3,26,0,0,0,1,0,13.5,2221,-1,0,73,1,0.5,0,2.7,3,0,8,0,0,1.9,144148,0,0,0,1,1815,486,0,0,431,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.4,3.9,3.9,2.1,3.1,2.6,3.9,2.9,4.1,74.6
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,28,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,5100000,2,96,3.3,6.47058823529412E-07,1.88235294117647E-05,0,134958,1,42,0,0,0,2,0,18.8,6495,1,0,96,-1,0.6,0,3,7,0,8,0,1,3.9,286600,0,0,0,1,2610,12502,0,0,526,Huddersfield,Man Utd,West Brom,Everton,Man City,2.7,0,2.4,2.7,3.4,2.6,3.9,2.6,4.1,94.6
Chancel,Mbemba,DEF,NEW,4000000,0,20,0.689655172413793,1.72413793103448E-07,5E-06,0,821049,0,11,0,0,0,0,0,5,10955,0,-1,20,0,0,0,0,3,0,1,0,0,12.3,1349577,0,0,0,1,670,5490,1,0,133,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.3,0,0.3,0.3,0.4,0.3,0.3,0.3,0.3,23.2
James,McArthur,MID,CRY,4300000,2,62,2.13793103448276,4.971932638332E-07,1.44186046511628E-05,0,325495,3,26,0,0,0,3,0,14.4,4155,-2,0,62,2,0.5,0,2,6,0,3,0,0,3.7,303963,0,0,0,1,1656,2689,0,0,262,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,1.1,1.3,1.3,1.4,1.8,1.2,1.8,1.2,2.1,89.4
Gareth,McAuley,DEF,WBA,4500000,0,8,0.275862068965517,6.13026819923372E-08,1.77777777777778E-06,0,85690,0,15,0,0,0,0,0,1.8,194,-5,0,8,5,0,0,0,0,0,0,0,0,0.5,6849,0,0,0,0,454,34,0,0,73,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739E-07,3.47826086956522E-06,0,253366,0,5,0,0,0,0,0,3.5,3711,1,0,16,-1,0,0,0,0,0,0,0,1,2.2,255069,0,0,0,0,267,23,0,0,45,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,17.4
Alex,McCarthy,GLK,SOU,4400000,7,24,0.827586206896552,1.88087774294671E-07,5.45454545454545E-06,0,7162,1,11,0,17,0,0,0,5.5,293,-1,0,24,1,0.7,0,3.3,1,0,2,0,0,0.2,14166,0,0,0,0,810,1220,0,0,130,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,11.3
James,McCarthy,MID,EVE,4900000,0,6,0.206896551724138,4.22237860661506E-08,1.22448979591837E-06,0,2250,0,6,0,0,0,0,0,1.2,7,-1,0,6,1,0,0,0,0,0,0,0,0,0,678,0,0,0,0,204,2,0,0,41,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0.1,0.1,0.1,0.1,5.8
James,McClean,MID,WBA,4700000,1,33,1.13793103448276,2.42112986060161E-07,7.02127659574468E-06,0,9853,4,16,0,0,0,1,0,7,43,-3,0,33,3,0.1,0,0.7,1,0,3,0,0,0.1,6332,1,0,0,0,876,26,0,0,104,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,56.7
Sam,McQueen,DEF,SOU,4200000,0,12,0.413793103448276,9.85221674876847E-08,2.85714285714286E-06,0,6165,0,1,0,0,0,0,0,2.9,42,-3,0,12,3,0,0,0,2,0,1,0,0,0.1,4021,0,0,0,0,126,41,0,0,40,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,11,0.379310344827586,9.0311986863711E-08,2.61904761904762E-06,0,47561,1,2,0,0,0,0,0,2.6,2724,-3,0,11,3,0.2,0,1,0,0,2,0,0,0.8,94778,0,0,0,0,339,6270,0,0,53,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.2
Ben,Mee,DEF,BUR,4900000,2,82,3,6.12244897959184E-07,1.6734693877551E-05,0,888980,5,26,0,0,0,0,0,16.7,15686,4,0,82,-4,0.4,0,2,6,0,8,0,0,14.8,1182256,0,0,0,1,2430,7702,0,0,448,West Ham,West Brom,Watford,Leicester,Stoke,3,0,2.4,2.9,3,2.9,3.7,2.6,2.8,110.5
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,0,0,0,0,2,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.586206896551724,9.30487137383689E-08,2.6984126984127E-06,0,111415,2,1,0,0,0,0,0,2.7,47,-2,0,17,2,0,0,0,1,0,2,0,1,0.3,87909,0,0,0,0,298,29,0,0,84,Stoke,Everton,Man Utd,Tottenham,Swansea,0,0,0,0,0,0.3,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3904,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,5,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,2,46,1.58620689655172,3.17241379310345E-07,9.2E-06,0,15283,4,18,0,0,0,1,0,9.2,49,0,0,46,0,0.1,0,0.7,4,0,3,0,1,0.1,15066,0,0,0,0,1317,30,0,0,260,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.9,0,1.3,0.8,1.2,0.9,1.3,0.8,0.9,73.3
Per,Mertesacker,DEF,ARS,4700000,0,15,0.517241379310345,1.10051357300073E-07,3.19148936170213E-06,0,45135,0,7,0,0,0,1,0,3.2,247,-3,0,15,3,0,0,0,2,0,0,0,0,0.5,30580,0,0,0,1,351,119,0,0,77,Watford,Stoke,Southampton,Newcastle,West Ham,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,66311,3,16,0,0,0,0,0,4.3,533,-3,0,18,3,0,0,0,0,0,2,0,0,0.4,59465,0,0,0,0,753,26,0,0,125,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,20.9
Simon,Mignolet,GLK,LIV,4800000,0,67,3.5,7.29166666666667E-07,1.39583333333333E-05,0,106615,3,24,0,36,0,0,0,14,1000,-2,0,67,2,0,0,0,0,0,7,0,0,1.2,64474,0,0,1,0,1710,126,0,0,329,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.7,4.4,4.3,2.4,3.6,3,4.5,3.3,4.6,28
Luka,Milivojevic,MID,CRY,4900000,2,94,3.5,7.14285714285714E-07,1.91836734693878E-05,0,194662,6,43,0,0,0,7,0,19.2,11277,-1,0,94,1,0.8,1,4,12,0,4,0,0,7.1,536572,0,0,0,0,2269,18066,0,0,427,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,2.5,2.9,2.9,3.2,3.7,2.7,3.8,2.8,4.3,123.1
James,Milner,DEF,LIV,6000000,1,53,1.82758620689655,3.04597701149425E-07,8.83333333333333E-06,0,280012,3,19,0,0,0,0,0,8.8,923,-5,0,53,5,0.2,0,1.3,3,0,4,0,2,2.3,46369,0,0,0,1,1233,288,0,0,313,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.9,1.7,1.9,0.9,1.3,1,1.8,1.2,1.8,91.9
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,17521,1,4,0,0,0,0,0,0,38,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2541,0,0,0,0,135,11,0,0,17,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1,1.66666666666667E-07,8.33333333333333E-07,0,117408,1,8,0,0,0,0,0,0.8,138,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8921,0,0,0,0,135,0,0,0,19,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.61702127659574E-07,2.12765957446809E-06,0,154554,0,0,0,0,0,1,0,2.1,211,-3,0,10,3,0,0,0,0,0,0,0,0,0.7,48890,0,0,0,0,89,9,0,0,37,Southampton,Huddersfield,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,2,77,3.9,5.06493506493506E-07,1E-05,0,2026517,2,13,0,0,0,1,0,9.9,48202,-3,1,77,3,0.3,0,2,6,0,9,0,8,11.2,2098918,0,0,0,2,1276,8069,-1,0,311,Watford,Stoke,Southampton,Newcastle,West Ham,4.5,0,4.6,4.4,3.2,5.1,2,4.6,2.9,118.1
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,15,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5600000,0,112,4.9,8.75E-07,2E-05,0,1308573,3,25,0,0,0,4,0,20,46799,1,0,112,-1,0.1,0,0.7,14,0,9,0,2,6,1317322,0,0,0,2,1923,564,0,0,543,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,6.8,4.2,7.4,4,7,4.3,106.9
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,3032,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5300000,0,94,3.5,6.60377358490566E-07,1.77358490566038E-05,0,895750,2,44,0,0,0,4,0,17.7,9607,-2,0,94,2,0.4,0,2.3,8,0,7,0,3,4.7,962170,0,0,0,2,2278,1850,0,0,462,Swansea,Crystal Palace,Newcastle,Brighton,Watford,4.1,3.9,2.8,2.2,3.7,2.2,4.8,1.8,4.3,158.8
Alvaro,Morata,FWD,CHE,10400000,1,103,4.5,4.32692307692308E-07,9.90384615384615E-06,0,3939180,6,10,0,0,0,10,0,9.9,3719,4,0,103,-4,0.2,0,2,13,0,11,0,5,7.5,3784131,0,0,0,2,1634,2254,0,0,306,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,6,0,5.2,6.1,5.2,6.5,4.4,5.1,4.9,190.9
Alberto,Moreno,DEF,LIV,4400000,0,45,1.55172413793103,3.52664576802508E-07,1.02272727272727E-05,0,394571,0,17,0,0,0,0,0,10.2,887,-1,0,45,1,0.1,0,0.3,3,0,5,0,1,1.2,341344,0,0,0,0,1083,230,0,0,290,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.8,1.3,1.5,0.8,1,0.8,1.4,0.9,1.4,54.3
Wes,Morgan,DEF,LEI,4400000,2,49,2,4.54545454545455E-07,1.11363636363636E-05,0,241662,3,34,0,0,0,0,0,11.1,783,-1,0,49,1,0.3,0,1.3,1,0,4,0,0,1.8,152209,0,0,0,0,2097,2574,0,0,286,West Brom,Brighton,Newcastle,Burnley,Southampton,1.2,0,1.4,1.5,1.4,1.8,2.1,2.3,1.2,58.4
James,Morrison,MID,WBA,5400000,0,13,0.448275862068966,8.30140485312899E-08,2.40740740740741E-06,0,3199,0,1,0,0,0,1,0,2.4,14,-1,0,13,1,0,0,0,0,0,2,0,0,0,2691,0,0,0,0,205,16,0,0,35,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0,0,0,0,0,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6400000,2,94,3.24137931034483,5.06465517241379E-07,1.46875E-05,0,134536,1,12,0,0,0,2,0,14.7,2808,-1,0,94,1,0.8,0,5,4,0,9,0,3,2,176509,0,0,0,3,1589,6281,0,0,339,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,4.7,0,3.6,4.4,3.3,4,2.6,3.7,2.5,81.9
Steve,Mounie,FWD,HUD,5700000,2,73,3.6,6.31578947368421E-07,1.28070175438596E-05,0,354694,2,26,0,0,0,6,0,12.8,2263,-3,0,73,3,1.5,0,8.3,11,0,4,0,2,1.7,368160,0,0,0,2,1275,26844,0,0,229,Swansea,Crystal Palace,Newcastle,Brighton,Watford,4.4,4.6,3.2,3,4.4,2.1,4.8,2.8,4.5,83.5
Lys,Mousset,FWD,BOU,4900000,1,22,0.758620689655172,1.54820548909219E-07,4.48979591836735E-06,0,14399,1,7,0,0,0,1,0,4.5,484,-1,0,22,1,0.1,0,0.7,3,0,1,0,0,0.2,16166,0,0,0,1,266,224,0,0,61,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24
Joy,Mukena,DEF,WAT,4000000,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,0,0,0,0,0,198,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0
Erwin,Mulder,GLK,SWA,4000000,0,0,0,0,0,0,2724,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5969,0,0,0,0,0,74,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,Man City,Everton,Arsenal,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,23589,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7560,0,0,0,0,0,57,0,0,0,Southampton,Huddersfield,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5000000,2,40,1.37931034482759,2.75862068965517E-07,8E-06,0,13055,0,23,0,0,0,1,0,8,80,-5,0,40,5,0.1,0,0.7,2,0,1,0,1,0.1,5243,0,0,0,0,929,53,0,0,137,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.7,0,1.1,0.7,0.9,0.7,1,0.7,0.7,44.2
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.19148936170213E-07,1.27659574468085E-06,0,4725,0,4,0,0,0,0,0,1.3,20,-3,0,6,3,0,0,0,0,0,0,0,0,0,1917,0,0,0,0,166,1,0,0,25,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,5.1
Glenn,Murray,FWD,BHA,5900000,7,97,3.6,6.10169491525424E-07,1.64406779661017E-05,0,385946,7,26,0,0,0,11,0,16.7,4309,-1,-1,97,1,1.2,1,7,16,0,7,0,0,4.8,614396,0,0,0,2,1643,61498,1,0,296,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,3,0,4.7,5,3.3,3.9,3,4.3,2.5,124.3
Ahmed,Musa,MID,LEI,6100000,0,0,0,0,0,0,28550,0,0,0,0,0,0,0,0,60,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,4265,0,0,0,0,0,1,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,4506,0,0,0,0,0,0,0,1.3,7,-2,0,6,2,0,0,0,0,0,0,0,1,0,1712,0,0,0,0,35,0,0,0,15,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,0,0,0,0,0,0,0,0,0,5
Shkodran,Mustafi,DEF,ARS,5400000,1,76,3.8,7.03703703703704E-07,1.40740740740741E-05,0,382116,4,23,0,0,0,2,0,14.1,5825,-1,0,76,1,0.2,0,1,7,0,7,0,1,3,415212,0,0,0,1,1679,6174,0,0,452,Watford,Stoke,Southampton,Newcastle,West Ham,5.2,0,5.3,4.9,2.8,5.6,2.6,5,2.9,88.8
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0344827586206897,8.62068965517241E-09,2.5E-07,0,116809,1,1,0,2,0,0,0,0.3,1191,0,0,1,0,0,0,0,0,0,0,0,0,3.4,108925,0,0,0,0,90,407,0,0,7,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,27,0.931034482758621,1.98092443140132E-07,5.74468085106383E-06,0,4602,0,14,0,0,0,1,0,5.7,54,-3,0,27,3,0.1,0,0.3,3,0,1,0,0,0,2901,0,0,0,1,542,33,0,0,83,Huddersfield,Man Utd,West Brom,Everton,Man City,0.5,0,0.5,0.5,0.6,0.5,0.5,0.5,0.5,38.6
Kyle,Naughton,DEF,SWA,4600000,2,87,3.2,6.95652173913044E-07,1.89130434782609E-05,0,522956,1,39,0,0,0,0,0,18.9,5887,1,0,87,-1,0.9,0,4.3,10,0,8,0,2,5.7,695954,0,0,0,3,2416,13577,0,0,470,Huddersfield,Man Utd,West Brom,Everton,Man City,2.5,0,2.3,2.6,3.2,2.4,3.8,2.5,4,90.1
Wilfred,Ndidi,MID,LEI,4900000,2,71,2.4,4.89795918367347E-07,1.44897959183673E-05,0,53015,5,42,0,0,0,0,0,14.5,836,-1,0,71,1,0.3,0,1.7,2,0,7,0,4,0.5,48534,0,0,0,0,2580,853,0,1,396,West Brom,Brighton,Newcastle,Burnley,Southampton,1.6,0,1.3,2.2,1.5,1.9,1.5,2.4,1.2,105.4
Didier,Ndong,MID,WAT,4500000,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,23,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,0
Reiss,Nelson,MID,ARS,4700000,0,1,0.0344827586206897,7.33675715333822E-09,2.12765957446809E-07,0,3202,0,1,0,0,0,0,0,0.2,20,-3,0,1,3,0,0,0,0,0,0,0,0,0,1528,0,0,0,0,18,20,0,0,1,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,1.3
Julien,Ngoy,FWD,STK,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,53090,0,2,0,0,0,0,0,0.2,691,0,0,1,0,0,0,0,0,0,0,0,0,0.4,75732,0,0,0,0,19,29,0,0,4,Man City,Everton,Arsenal,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0.3
Oumar,Niasse,FWD,EVE,4900000,1,72,2.48275862068966,5.06685432793807E-07,1.46938775510204E-05,0,659067,2,20,0,0,0,7,0,14.7,26262,-1,0,72,1,1,0,4.7,13,0,0,0,3,7.8,1063408,0,0,0,3,920,12264,0,0,209,Brighton,Stoke,Man City,Liverpool,Swansea,2.9,1.9,2.2,2.2,1.6,2.6,1.7,2.6,1.6,91.8
