FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Joselu,FWD,NEW,5500000,1,63,2.6,4.72727272727273E-07,1.14545454545455E-05,0,165229,2,24,0,0,0,4,0,11.5,981,0,0,63,0,0.1,1,0.7,5,0,5,0,1,0.5,169828,0,0,0,0,1583,274,0,0,204,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.5,0,3,2.2,2.6,2,2.9,2.1,1.9,102.3
Christian,Kabasele,DEF,WAT,4500000,0,58,2.4,5.33333333333333E-07,1.28888888888889E-05,0,175979,4,40,0,0,0,2,0,12.9,2881,0,0,58,0,0,0,0,1,0,5,0,0,0.7,202168,1,0,0,1,2039,11,0,0,355,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,3.3,1.7,2,1.5,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.241379310344828,5.74712643678161E-08,1.66666666666667E-06,0,23208,0,3,0,0,0,0,0,1.7,30,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,3501,0,0,0,0,151,10,0,0,35,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0.1,0.1,0.1,0.1,5
Elias,Kachunga,MID,HUD,5700000,0,44,1.51724137931034,2.66182698124622E-07,7.71929824561404E-06,0,26752,1,23,0,0,0,1,0,7.7,46,-3,0,44,3,0,0,0,0,0,6,0,1,0.1,13878,0,0,0,0,1253,6,0,0,146,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0,1.1,0.8,0.8,1,0.8,1.5,0.8,1.2,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1,2.32558139534884E-07,2.32558139534884E-07,0,12021,0,0,0,0,0,0,0,0.2,21,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,13259,0,0,0,0,13,2,0,0,5,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0.6
Harry,Kane,FWD,TOT,12900000,5,178,6.4,4.96124031007752E-07,1.37984496124031E-05,0,3450786,4,23,0,0,0,24,0,13.8,15480,4,0,178,-4,0.4,1,5.7,27,0,13,0,2,46.9,4229814,0,0,0,7,2401,16953,0,0,628,Bournemouth,Chelsea,Stoke,Man City,Brighton,7.8,0,5.9,7.6,8.5,7.4,9.2,7.4,9.4,350.9
N'Golo,Kante,MID,CHE,4900000,0,75,3,6.12244897959184E-07,1.53061224489796E-05,0,1148689,3,20,0,0,0,1,0,15.3,18494,-1,0,75,1,0.3,0,1.3,6,0,14,0,1,11.5,746413,0,0,0,0,2184,1803,0,0,484,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,2.9,0,2.5,3.3,2.4,3.5,2.3,2.3,2.5,116.9
Loris,Karius,GLK,LIV,4800000,8,51,1.75862068965517,3.66379310344828E-07,1.0625E-05,0,16620,0,8,0,17,0,0,0,10.6,1929,-2,0,51,2,1.3,0,6.3,5,0,5,0,0,1.1,60854,0,0,1,0,900,6860,0,0,209,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.9,1.6,1.8,0.9,1.2,1,1.7,1.1,1.7,15.9
Orestis,Karnezis,GLK,WAT,4500000,8,30,1.03448275862069,2.29885057471264E-07,6.66666666666667E-06,0,2010,0,8,0,16,0,0,0,6.7,542,0,0,30,0,1.2,0,5.3,5,0,3,0,0,0.1,7447,0,0,0,0,571,1491,0,0,131,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.5,0.5,0.5,0.6,0.5,1,0.5,0.5,0.5,12.6
Beram,Kayal,MID,BHA,4400000,1,12,0.413793103448276,9.40438871473354E-08,2.72727272727273E-06,0,6014,0,5,0,0,0,0,0,2.7,42,-1,0,12,1,0.2,0,1,0,0,0,0,0,0.1,3087,0,0,0,0,221,52,0,0,36,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Michael,Keane,DEF,EVE,5300000,1,46,2.2,4.15094339622642E-07,8.67924528301887E-06,0,558159,2,37,0,0,0,0,0,8.7,1045,-2,0,46,2,0.3,0,1.7,7,0,3,0,1,4.9,154984,0,0,0,0,1749,1836,0,0,342,Brighton,Stoke,Man City,Liverpool,Swansea,2.5,1.6,1.8,2.2,1.2,1.9,1.2,2.2,1.6,60.7
Martin,Kelly,DEF,CRY,4200000,1,33,1.13793103448276,2.70935960591133E-07,7.85714285714286E-06,0,63603,1,16,0,0,0,0,0,7.9,809,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.7,90053,0,0,0,0,963,642,0,0,170,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.8,29.5
,Kenedy,MID,NEW,4700000,2,17,0.586206896551724,1.2472487160675E-07,3.61702127659574E-06,0,13709,0,3,0,0,0,0,0,3.6,1514,-3,0,17,3,0.6,0,2.7,2,0,3,0,1,0.8,53169,0,0,0,0,363,1400,0,0,48,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26
Jonjoe,Kenny,DEF,EVE,4300000,0,50,2.6,6.04651162790698E-07,1.16279069767442E-05,0,310106,2,31,0,0,0,0,0,11.6,10712,-2,0,50,2,0.2,0,1,2,0,5,0,2,3.2,477318,0,0,0,1,1589,755,0,0,309,Brighton,Stoke,Man City,Liverpool,Swansea,3.2,2.1,2.3,2.8,1.7,2.4,1.7,2.8,2.1,59.5
,Ki Sung-yueng,MID,SWA,5000000,13,59,3.5,7E-07,1.18E-05,0,8354,1,19,0,0,0,2,0,12,1634,0,-1,59,0,1.7,0,8.7,9,0,4,0,2,1.3,80565,0,0,0,1,1342,45690,1,0,255,Huddersfield,Man Utd,West Brom,Everton,Man City,2.9,0,1.9,2.9,4.6,1.9,3.4,3.1,3.7,63.4
,Kiko Femenia,DEF,WAT,4300000,0,52,1.79310344827586,4.17000801924619E-07,1.2093023255814E-05,0,468669,2,22,0,0,0,0,0,12.1,1377,-2,0,52,2,0.1,0,0.3,9,0,5,0,1,1.3,487382,0,0,0,1,1248,267,0,0,305,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,1.1,1.2,1.5,1,2.3,1,1.3,0.9,53.5
Andy,King,MID,SWA,4200000,7,31,1.06896551724138,2.54515599343186E-07,7.38095238095238E-06,0,348199,1,13,0,0,0,2,0,7.4,3163,-3,0,31,3,0.6,0,2.7,1,0,0,0,1,3.5,484549,0,0,0,0,614,12604,0,0,117,Huddersfield,Man Utd,West Brom,Everton,Man City,0.5,0,0.5,0.5,0.8,0.5,0.5,0.5,0.5,30.6
Joshua,King,FWD,BOU,7000000,8,71,3,4.28571428571429E-07,1.01428571428571E-05,0,333519,2,24,0,0,0,4,0,10.1,697,-5,0,71,5,0.5,0,3.7,5,0,6,0,3,1.4,100289,0,0,0,0,1778,2882,0,0,241,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,2.8,3.6,2.6,3.3,2.1,3.1,3,3.1,2.5,140.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0,0,0,0,5921,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0,0,0,0,0,0,0,0,0,0
Nya,Kirby,MID,CRY,4500000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0
Davy,Klaassen,MID,EVE,6900000,0,4,0.137931034482759,1.99900049975013E-08,5.79710144927536E-07,0,82977,0,4,0,0,0,0,0,0.6,55,-6,0,4,6,0,0,0,0,0,0,0,0,0.4,5748,0,0,0,0,187,28,0,0,10,Brighton,Stoke,Man City,Liverpool,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4200000,0,62,2.13793103448276,5.09031198686371E-07,1.47619047619048E-05,0,249739,0,13,0,0,0,1,0,14.8,4195,-3,0,62,3,0,0,0,7,0,6,0,0,1.5,294805,0,0,0,2,1172,2574,0,0,303,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,1.2,2.2,2.4,1.1,1.7,1.3,2.2,1.5,2.3,37.9
Anthony,Knockaert,MID,BHA,5500000,2,76,2.9,5.27272727272727E-07,1.38181818181818E-05,0,117216,4,19,0,0,0,3,0,13.8,404,-5,0,76,5,0.7,0,4,6,0,9,0,1,0.6,50023,0,0,0,0,1841,922,0,0,318,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,2.3,0,3,3.5,1.9,2.5,1.9,2.5,1.4,124.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0,0,0,0,2171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,Stoke,Everton,Man Utd,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Sead,Kolasinac,DEF,ARS,5800000,0,80,2.75862068965517,4.75624256837099E-07,1.37931034482759E-05,0,1148285,3,24,0,0,0,1,0,13.8,4155,-2,0,80,2,0,0,0,6,0,7,0,4,6.4,822054,0,0,0,1,1656,1113,0,0,386,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,3.4,3.1,1.6,3.7,1.5,3.2,1.7,96.6
Vincent,Kompany,DEF,MCI,5800000,0,32,1.10344827586207,1.90249702734839E-07,5.51724137931035E-06,0,272773,4,5,0,0,0,0,0,5.5,1054,-2,0,32,2,0.3,0,2,0,0,4,0,0,2,82338,0,0,0,0,854,1589,0,0,188,Stoke,Everton,Man Utd,Tottenham,Swansea,0.6,0,0.6,0.7,0.6,0.6,0.6,0.7,0.6,33.8
Terence,Kongolo,DEF,HUD,4400000,1,7,0.241379310344828,5.4858934169279E-08,1.59090909090909E-06,0,996,0,8,0,0,0,0,0,1.6,142,-1,0,7,1,0.3,0,1.3,0,0,0,0,0,0,3447,0,0,0,0,417,1049,0,0,63,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.4
Laurent,Koscielny,DEF,ARS,6000000,1,98,4.1,6.83333333333333E-07,1.63333333333333E-05,0,159989,4,31,0,0,0,2,0,16.3,3610,0,0,98,0,0.2,0,1.3,16,0,9,0,0,1.8,187956,0,0,0,3,2135,4077,0,0,538,Watford,Stoke,Southampton,Newcastle,West Ham,5.8,0,5.8,5.4,3.2,6.1,3,5.5,3.2,92.7
Cheikhou,Kouyate,MID,WHU,5000000,1,63,2.6,5.2E-07,1.26E-05,0,62395,4,42,0,0,0,2,0,12.6,519,0,0,63,0,0.5,0,2.7,2,0,4,0,2,0.3,75035,0,0,0,0,1990,378,0,0,255,Burnley,Southampton,Chelsea,Stoke,Arsenal,2.4,0,2.3,1.4,2.5,1.3,1.6,1.6,3.2,79
Tim,Krul,GLK,BHA,4000000,0,0,0,0,0,0,35182,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0.7,67720,0,0,0,0,0,195,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0
Grzegorz,Krychowiak,MID,WBA,4800000,2,50,2.4,5E-07,1.04166666666667E-05,0,27538,2,29,0,0,0,0,0,10.4,100,-2,0,50,2,0.4,0,2,4,0,3,0,3,0.2,31845,0,0,0,0,1479,64,0,0,239,Leicester,Bournemouth,Burnley,Swansea,Man Utd,2.3,1.6,2.1,2.3,1.2,1.7,1.6,1.9,1.3,53.8
Alexandre,Lacazette,FWD,ARS,10200000,0,99,3.8,3.72549019607843E-07,9.70588235294118E-06,0,1769141,1,24,0,0,0,9,0,9.7,3657,-3,0,99,3,0,0,0.3,5,0,8,0,4,6.1,1220236,0,0,0,1,1808,39,0,0,369,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,5.3,4.8,3.3,5.1,2.4,4.6,3.1,200
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,152271,0,1,0,0,0,0,0,0.2,1345,0,0,1,0,0,0,0,0,0,0,0,0,1.1,208244,0,0,0,0,16,47,0,0,3,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0.2
Adam,Lallana,MID,LIV,7300000,1,10,0.344827586206897,4.72366556447804E-08,1.36986301369863E-06,0,40513,1,1,0,0,0,0,0,1.4,102,-2,0,10,2,0.1,0,1,0,0,1,0,0,0.3,8944,0,0,0,0,185,58,0,0,27,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
Erik,Lamela,MID,TOT,6300000,1,28,0.96551724137931,1.53256704980843E-07,4.44444444444444E-06,0,13507,3,5,0,0,0,0,0,4.4,639,-2,0,28,2,0.2,0,1.3,0,0,3,0,3,0.1,14301,0,0,0,0,405,344,0,0,88,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47
Manuel,Lanzini,MID,WHU,6600000,2,77,3.9,5.90909090909091E-07,1.16666666666667E-05,0,234483,3,33,0,0,0,3,0,11.7,1035,-4,0,77,4,0.2,1,1,8,0,4,0,6,0.8,234929,0,0,0,2,1596,1804,0,0,361,Burnley,Southampton,Chelsea,Stoke,Arsenal,4.4,0,4.2,2.7,4.5,2.7,3.1,3.1,5.5,126.5
Aymeric,Laporte,DEF,MCI,5400000,7,14,0.482758620689655,8.93997445721584E-08,2.59259259259259E-06,0,61320,1,1,0,0,0,0,0,2.6,3208,-1,0,14,1,0.5,0,2.7,1,0,2,0,0,1.2,126854,0,0,0,0,270,5589,0,0,70,Stoke,Everton,Man Utd,Tottenham,Swansea,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Jamaal,Lascelles,DEF,NEW,4700000,1,88,3.7,7.87234042553191E-07,1.87234042553191E-05,0,741866,3,24,0,0,0,3,0,18.7,6552,2,0,88,-2,0.6,0,2.7,8,0,6,0,0,8,1076413,0,0,0,2,2117,22346,0,0,405,Southampton,Huddersfield,Leicester,Arsenal,Everton,4.3,0,4.7,3.2,5.1,2.7,4.5,4,4.5,88.1
,Lee Chung-yong,MID,CRY,4200000,0,5,0.172413793103448,4.10509031198686E-08,1.19047619047619E-06,0,42941,0,3,0,0,0,0,0,1.2,442,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.3,45392,0,0,0,0,113,624,0,0,14,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0,0,0,0,4542,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9561,0,0,0,0,0,43,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0
Florian,Lejeune,DEF,NEW,4300000,1,26,0.896551724137931,2.0850040096231E-07,6.04651162790698E-06,0,35598,3,25,0,0,0,0,0,6,89,-2,0,26,2,0.7,0,3,1,0,2,0,0,0.2,7984,0,0,0,0,1293,520,0,0,224,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.5,0,0.5,0.4,0.6,0.4,0.5,0.4,0.5,46.7
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4442,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,16,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,SOU,4800000,3,50,1.72413793103448,3.59195402298851E-07,1.04166666666667E-05,0,29082,1,25,0,0,0,1,0,10.4,324,-2,0,50,2,0.6,0,2.7,5,0,4,0,0,0.2,28115,0,0,0,0,1445,901,0,0,298,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.1,0,1,0.9,1,1,1.2,1.2,0.9,57
Aaron,Lennon,MID,BUR,5400000,2,41,1.41379310344828,2.61813537675607E-07,7.59259259259259E-06,0,11884,0,18,0,0,0,0,0,7.6,410,-1,0,41,1,0.4,0,2.3,0,0,4,0,2,0.2,11849,0,0,0,0,1161,412,0,0,122,West Ham,West Brom,Watford,Leicester,Stoke,0.7,0,0.7,0.7,0.9,0.7,0.9,0.7,0.9,48.5
,Lewis Cook,MID,BOU,4300000,2,43,2,4.65116279069767E-07,1E-05,0,64258,3,27,0,0,0,0,0,10,1225,-2,0,43,2,0.7,0,3,0,0,2,0,2,1.3,78447,0,0,0,0,1543,3282,0,0,241,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,1.3,1.8,1.1,1.5,1,1.3,1.3,1.6,1.2,68.7
Anders,Lindegaard,GLK,BUR,4000000,0,0,0,0,0,0,5982,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0.2,14679,0,0,0,0,0,116,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0,0,0,0,0,0,0,0,0,0
Victor,Lindelof,DEF,MUN,4900000,1,30,2.5,5.10204081632653E-07,6.12244897959184E-06,0,300501,1,12,0,0,0,0,0,6.1,707,-6,0,30,6,0.2,0,1,1,0,3,0,0,1.2,72533,0,0,0,0,923,1056,0,0,199,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.7,0,2.5,1.4,2.8,1.5,3.2,1.8,2.9,23.5
Jesse,Lingard,MID,MUN,6100000,2,106,3.6551724137931,5.99208592425099E-07,1.73770491803279E-05,0,1017541,2,14,0,0,0,8,0,17.4,32126,1,0,106,-1,0.5,0,3.3,10,0,6,0,4,11.2,1609459,0,0,0,2,1382,14433,0,0,354,Liverpool,Swansea,Man City,West Brom,Bournemouth,3.3,0,4.3,1.8,4.7,3,4.5,2.4,4,142
Jake,Livermore,MID,WBA,4800000,2,52,2.1,4.375E-07,1.08333333333333E-05,0,16036,2,28,0,0,0,0,0,10.8,36,-2,0,52,2,0.2,0,1,0,0,5,0,1,0.1,9218,0,0,0,0,1861,42,0,0,239,Leicester,Bournemouth,Burnley,Swansea,Man Utd,1.8,1.3,1.7,1.9,1,1.3,1.3,1.5,1.1,54.9
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808E-07,2.73972602739726E-06,0,26140,1,1,0,0,0,1,0,2.7,213,-2,0,20,2,0,0,0,2,0,1,0,0,0.2,22148,0,0,0,0,214,132,0,0,62,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.8,0,0.7,0.8,0.8,0.7,1,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,7,111,4.1,7.59259259259259E-07,2.05555555555556E-05,0,548512,0,23,0,57,0,0,0,20.6,2745,-1,0,111,1,1.2,0,6.7,2,0,13,0,0,8.6,312633,0,0,0,0,2430,6851,0,0,530,Bournemouth,Chelsea,Stoke,Man City,Brighton,3.6,0,4.1,4.4,4.4,4.2,5.5,3.7,4.8,48.8
Jurgen,Locadia,FWD,BHA,6000000,0,7,0.241379310344828,4.02298850574713E-08,1.16666666666667E-06,0,1574,0,1,0,0,0,1,0,1.2,721,0,0,7,0,0.4,0,2.3,2,0,0,0,0,0.1,5645,0,0,0,0,8,257,0,0,27,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.1
Ruben,Loftus-Cheek,MID,CRY,4400000,0,53,1.82758620689655,4.15360501567398E-07,1.20454545454545E-05,0,885062,0,24,0,0,0,1,0,12,3782,-1,0,53,1,0,0,0,2,0,3,0,4,3.4,500485,0,0,0,0,1329,50,0,0,236,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0.9,1.4,0.9,1.6,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0,0,0,0,15983,0,0,0,0,0,0,0,0,39,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14027,0,0,0,0,0,37,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.18604651162791E-07,2.55813953488372E-06,0,7548,1,5,0,0,0,1,0,2.6,68,-2,0,11,2,0,0,0,0,0,0,0,0,0.1,6826,0,0,0,0,217,3,0,0,28,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0,0,0,0,0,0,0,0,0,11.8
Kevin,Long,DEF,BUR,4100000,0,34,1.17241379310345,2.85954583683768E-07,8.29268292682927E-06,0,305796,1,9,0,0,0,0,0,8.3,10531,1,0,34,-1,0.3,0,1.3,4,0,3,0,1,5.7,489662,0,0,0,0,810,3013,0,0,164,West Ham,West Brom,Watford,Leicester,Stoke,0.6,0,0.6,0.6,0.7,0.6,0.9,0.6,0.6,36.6
Shane,Long,FWD,SOU,5600000,1,39,1.9,3.39285714285714E-07,6.96428571428571E-06,0,59257,4,20,0,0,0,1,0,7,357,-4,0,39,4,0.1,0,0.7,0,0,3,0,2,0.4,40841,0,0,0,0,1142,228,0,0,118,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.4,0,1.2,1,1.1,1.4,1.6,1.3,1.2,67.8
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.74509803921569E-07,1.96078431372549E-06,0,9324,0,6,0,0,0,0,0,2,23,-4,0,10,4,0,0,0,0,0,0,0,1,0.1,2247,0,0,0,0,153,0,0,0,30,Brighton,Stoke,Man City,Liverpool,Swansea,0,0,0,0,0,0,0,0,0,7.5
Jonas,Lossl,GLK,HUD,4600000,2,104,3.6,7.82608695652174E-07,2.26086956521739E-05,0,396952,0,50,0,80,0,0,0,22.6,3182,1,0,104,-1,0.4,0,2,10,0,7,0,1,7.2,572339,0,0,2,2,2610,10561,0,0,555,Swansea,Crystal Palace,Newcastle,Brighton,Watford,4.3,5.4,2.7,3.2,4.8,3.1,4.1,2.6,5.1,68.3
Dejan,Lovren,DEF,LIV,5300000,7,77,3.5,6.60377358490566E-07,1.45283018867925E-05,0,133451,4,20,0,0,0,1,0,14.5,792,-2,0,77,2,0.5,0,2.7,6,0,8,0,1,1.2,89451,0,0,0,1,1656,2400,0,0,402,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.7,4.4,4.3,2.4,3.6,3,4.5,3.3,4.6,74
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091E-07,1.13636363636364E-05,0,272777,0,23,0,0,0,0,0,11.4,547,-1,0,50,1,0,0,0,0,0,6,0,0,1.2,276301,0,0,0,0,1312,230,0,0,262,Swansea,Crystal Palace,Newcastle,Brighton,Watford,2.7,3.8,1.6,1.9,3.1,1.8,2.5,1.5,3.4,32.7
Matthew,Lowton,DEF,BUR,4300000,7,68,4,9.30232558139535E-07,1.58139534883721E-05,0,282145,0,13,0,0,0,0,0,15.8,1797,-2,0,68,2,0.9,0,3.7,4,0,6,0,3,3,382845,0,0,0,0,1485,21573,0,0,312,West Ham,West Brom,Watford,Leicester,Stoke,4.5,0,3.8,4.5,4.5,4.5,5.4,4,4.3,58.9
Leiva,Lucas,MID,LIV,4500000,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,1,0,0,0,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0
,Lucas Moura,MID,TOT,8000000,1,2,0.0689655172413793,8.62068965517241E-09,2.5E-07,0,7308,0,0,0,0,0,0,0,0.3,1639,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,11880,0,0,0,0,31,121,0,0,5,Bournemouth,Chelsea,Stoke,Man City,Brighton,0,0,0,0,0,0,0,0,0,2.1
Romelu,Lukaku,FWD,MUN,11200000,8,139,5,4.46428571428571E-07,1.24107142857143E-05,0,3408192,3,22,0,0,0,14,0,12.4,8266,-3,0,139,3,0.7,1,7.3,15,0,13,0,6,21.5,1908917,0,0,0,3,2429,8970,0,0,499,Liverpool,Swansea,Man City,West Brom,Bournemouth,6.1,0,6.8,4.7,7.4,5.5,7,5,6.9,232.2
Dodi,Lukebakio,MID,WAT,5000000,0,1,0.0344827586206897,6.89655172413793E-09,2E-07,0,85,0,1,0,0,0,0,0,0.2,11,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,149,0,0,0,0,15,8,0,0,5,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0,0,0,0,0,0,0,0,0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0344827586206897,7.83699059561129E-09,2.27272727272727E-07,0,658,0,0,0,0,0,0,0,0.2,9,-1,0,1,1,0,0,0,0,0,0,0,0,0,740,0,0,0,0,25,14,0,0,3,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0,0,0,0,0,0,0,0,0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,4,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0,0,0,0,44353,0,0,0,0,0,0,0,0,690,-1,0,0,1,0,0,0,0,0,0,0,0,1.2,42445,0,0,0,0,0,8817,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,LEI,5500000,2,100,3.4,6.18181818181818E-07,1.81818181818182E-05,0,702037,5,42,0,0,0,2,0,18.2,16524,5,0,100,-5,0.2,0,1,10,0,7,0,4,12.9,1262472,0,0,0,1,2610,18912,0,0,572,West Brom,Brighton,Newcastle,Burnley,Southampton,2.8,0,3.2,3.5,3.3,4,4.1,4.7,2.9,127.7
Connor,Mahoney,MID,BOU,4500000,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0
Riyad,Mahrez,MID,LEI,8700000,10,150,5.6,6.4367816091954E-07,1.72413793103448E-05,0,1293824,1,33,0,0,0,9,0,17.2,8877,2,0,150,-2,0.5,0,4.3,17,0,7,0,10,9.2,1580968,0,0,0,3,2147,51608,0,0,500,West Brom,Brighton,Newcastle,Burnley,Southampton,6,0,5.2,7.5,5.8,6.8,5.6,7.8,4.7,204
